CODE	LIBELLE
B479	Mycétome, sans précision
B48	Autres mycoses, non classées ailleurs
B480	Lobomycose
B481	Rhinosporidose
B482	Allescheriase
B483	Géotrichose
B484	Pénicilliose
B487	Mycoses opportunistes
B488	Autres mycoses précisées
B49	Mycose, sans précision
B50	Paludisme à Plasmodium falciparum
B500	Paludisme à Plasmodium falciparum avec complications cérébrales
B508	Autres formes sévères et compliquées de paludisme à Plasmodium falciparum
B509	Paludisme à Plasmodium falciparum, sans précision
B51	Paludisme à Plasmodium vivax
B510	Paludisme à Plasmodium vivax, avec rupture de la rate
B518	Paludisme à Plasmodium vivax, avec autres complications
B519	Paludisme à Plasmodium vivax, (sans complication)
B52	Paludisme à Plasmodium malariae
B520	Paludisme à Plasmodium malariae, avec atteinte rénale
B528	Paludisme à Plasmodium malariae, avec autres complications
B529	Paludisme à Plasmodium malariae, (sans complication)
B53	Autres paludismes confirmés par examen parasitologique
B530	Paludisme à Plasmodium ovale
B531	Paludisme à plasmodies simiennes
B538	Autres paludismes, confirmés par examen parasitologique, non classés ailleurs
B54	Paludisme, sans précision
B55	Leishmaniose
B550	Leishmaniose viscérale
B551	Leishmaniose cutanée
B552	Leishmaniose cutanéo-muqueuse
B559	Leishmaniose, sans précision
B56	Trypanosomiase africaine
B560	Trypanosomiase à Trypanosoma gambiense
B561	Trypanosomiase à Trypanosoma rhodesiense
B569	Trypanosomiase africaine, sans précision
B57	Maladie de Chagas
B570	Forme aiguë de la maladie de Chagas, avec atteinte cardiaque (I41.2*, I98.1*)
B571	Forme aiguë de la maladie de Chagas, (sans atteinte cardiaque)
B572	Maladie de Chagas (chronique avec atteinte cardiaque) (I41.2*, I98.1*)
B573	Maladie de Chagas (chronique) avec atteinte de l appareil digestif
B574	Maladie de Chagas (chronique) avec atteinte du système nerveux
B575	Maladie de Chagas (chronique) avec atteinte d autres organes
B58	Toxoplasmose
B580	Oculopathie à Toxoplasma
B581	Hépatite à Toxoplasma (K77.0*)
B582	Méningo-encéphalite à Toxoplasma (G05.2*)
B583	Toxoplasmose pulmonaire (J17.3*)
B588	Toxoplasmose avec atteinte d autres organes
B589	Toxoplasmose, sans précision
B59	Pneumopathie à Pneumocystis jirovecii
B60	Autres maladies dues à des protozoaires, non classées ailleurs
B600	Babésiose
B601	Acanthamoebiose
B602	Nægleriase
B608	Autres maladies précisées dues à des protozoaires
B6080	Microsporidiose extra-intestinale 
B6088	Maladie précisée due à d autres protozoaires
B64	Maladie due à des protozoaires, sans précision
B65	Schistosomiase [bilharziose]
B650	Schistosomiase due à Schistosoma haematobium [schistosomiase urinaire]
B651	Schistosomiase due à Schistosoma mansoni [schistosomiase intestinale]
B652	Schistosomiase due à Schistosoma japonicum
B653	Dermite cercarienne
B658	Autres formes de schistosomiase
B659	Schistosomiase, sans précision
B66	Autres infections par douves [distomatoses]
B660	Opisthorchiase
B661	Clonorchiase
B662	Dicrocoeliase
B663	Fasciolase
B664	Paragonimiase
B665	Fasciolopsiase
B668	Autres infections par douves précisées
B669	Infection par douves, sans précision
B67	Échinococcose
B670	Infection hépatique à Echinococcus granulosus
B671	Infection pulmonaire à Echinococcus granulosus
B672	Infection osseuse à Echinococcus granulosus
B673	Infections à Echinococcus granulosus, autres et à localisations multiples
B674	Infection à Echinococcus granulosus, sans précision
B675	Infection hépatique à Echinococcus multilocularis
B676	Infections à Echinococcus multilocularis, autres et à localisations multiples
B677	Infection à Echinococcus multilocularis, sans précision
B678	Infection hépatique à Echinococcus, sans précision
B679	Infections à Echinococcus, autres et sans précision
B68	Infection à Taenia [téniase]
B680	Infection à Taenia solium
B681	Infection à Taenia saginata
B689	Infection à Taenia, sans précision
B69	Cysticercose
B690	Cysticercose du système nerveux central
B691	Cysticercose de l oeil
B698	Cysticercose, autres localisations
B699	Cysticercose, sans précision
B70	Diphyllobothriase et sparganose
B700	Diphyllobothriase
B701	Sparganose
B71	Autres infections à cestodes
B710	Hyménolépiase
B711	Infection à Dipylidium
B718	Autres infections par cestodes, précisées
B719	Infection par cestodes, sans précision
B72	Dracunculose
B73	Onchocercose
B74	Filariose
B740	Filariose à Wuchereria bancrofti
B741	Filariose à Brugia malayi
B742	Filariose à Brugia timori
B743	Loase
B744	Mansonellose
B748	Autres filarioses
B749	Filariose, sans précision
B75	Trichinose
B76	Ankylostomiase
B760	Ankylostomose
B761	Nécatorose
B768	Autres ankylostomiases
B769	Ankylostomiase, sans précision
B77	Ascaridiase
B770	Ascaridiase avec complications intestinales
B778	Ascaridiase avec autres complications
B779	Ascaridiase, sans précision
B78	Anguillulose [strongyloïdose]
B780	Anguillulose intestinale
B781	Anguillulose cutanée
B787	Anguillulose disséminée
B789	Anguillulose, sans précision
B79	Infection à Trichuris trichiuria
B80	Oxyurose
B81	Autres helminthiases intestinales, non classées ailleurs
B810	Anisakiase
B811	Capillariose intestinale
B812	Trichostrongylose
B813	Angiostrongyloïdose [angiostrongylose] à Parastrongylus [Angiostrongylus] costaricensis
B814	Helminthiases intestinales mixtes
B818	Autres helminthiases intestinales précisées
B82	Parasitose intestinale, sans précision
B820	Helminthiase intestinale, sans précision
B829	Parasitose intestinale, sans précision
B83	Autres helminthiases
B830	Larva migrans viscérale
B831	Gnathostomiase
B832	Angiostrongyloïdose à Parastrongylus cantonensis
B833	Syngamose
B834	Hirudiniase interne
B838	Autres helminthiases précisées
B839	Helminthiase, sans précision
B85	Pédiculose et phtiriase
B850	Pédiculose due à Pediculus humanus capitis
B851	Pédiculose due à Pediculus humanus corporis
B852	Pédiculose, sans précision
B853	Phtiriase
B854	Infestation mixte, pédiculose et phtiriase
B86	Gale
B87	Myiase
B870	Myiase cutanée
B871	Myiase des plaies cutanées
B872	Myiase oculaire
B873	Myiase rhinopharyngée
B874	Myiase auriculaire
B878	Myiase d autres localisations
B879	Myiase, sans précision
B88	Autres infestations
B880	Autres acariases
B881	Tungose [infestation par puce-chique]
B882	Autres infestations par arthropodes
B883	Hirudiniase externe
B888	Autres infestations précisées
B889	Infestation, sans précision
B89	Parasitose, sans précision
B90	Séquelles de tuberculose
B900	Séquelles de tuberculose du système nerveux central
B901	Séquelles de tuberculose génito-urinaire
B902	Séquelles de tuberculose des os et des articulations
B908	Séquelles de tuberculose d autres organes
B909	Séquelles de tuberculose des voies respiratoires et sans précision
B91	Séquelles de poliomyélite
B92	Séquelles de lèpre
B94	Séquelles de maladies infectieuses et parasitaires, autres et non précisées
B940	Séquelles du trachome
B941	Séquelles d encéphalite virale
B942	Séquelles d hépatite virale
B948	Séquelles d autres maladies infectieuses et parasitaires précisées
B949	Séquelles de maladie infectieuse ou parasitaire, sans précision
O98	Maladies infectieuses et parasitaires de la mère classées ailleurs mais compliquant la grossesse, l accouchement et la puerpéralité
O980	Tuberculose compliquant la grossesse, l accouchement et la puerpéralité
O981	Syphilis compliquant la grossesse, l accouchement et la puerpéralité
O982	Gonococcie compliquant la grossesse, l accouchement et la puerpéralité
O983	Autres maladies dont le mode de transmission est essentiellement sexuel, compliquant la grossesse, l accouchement et la puerpéralité
O984	Hépatite virale compliquant la grossesse, l accouchement et la puerpéralité
O985	Autres maladies virales compliquant la grossesse, l accouchement et la puerpéralité
O986	Maladies à protozoaires compliquant la grossesse, l accouchement et la puerpéralité
O988	Autres maladies infectieuses et parasitaires de la mère compliquant la grossesse, l accouchement et la puerpéralité
O989	Maladie infectieuse ou parasitaire de la mère compliquant la grossesse, l accouchement et la puerpéralité, sans précision
P35	Maladies virales congénitales
P350	Syndrome de rubéole congénitale
P351	Infection congénitale à cytomégalovirus
P352	Infection virale congénitale herpétique [herpes simplex]
P353	Hépatite virale congénitale
P358	Autres maladies virales congénitales
P359	Maladie virale congénitale, sans précision
P36	Infection bactérienne du nouveau-né
P360	Infection du nouveau-né à streptocoques, groupe B
P3600	Sepsis du nouveau-né à streptocoques, groupe B
P3609	Infection du nouveau-né à streptocoques, groupe B
P361	Infections du nouveau-né à streptocoques, autres et sans précision
P3610	Sepsis du nouveau-né à streptocoques, autres et sans précision
P3619	Infection du nouveau-né à streptocoques, autres et sans précision
P362	Infection du nouveau-né à staphylocoques dorés
P3620	Sepsis du nouveau-né à staphylocoques dorés
P3629	Infection du nouveau-né à staphylocoques dorés
P363	Infections du nouveau-né à staphylocoques, autres et sans précision
P3630	Sepsis du nouveau-né à staphylocoques, autres et sans précision
P3639	Infection du nouveau-né à staphylocoques, autres et sans précision
P364	Infection du nouveau-né à Escherichia coli
P3640	Sepsis du nouveau-né à Escherichia coli
P3649	Infection du nouveau-né à Escherichia coli
P365	Infection du nouveau-né due à des anaérobies
P3650	Sepsis du nouveau-né due à des anaérobies
P3659	Infection du nouveau-né due à des anaérobies
P368	Autres infections bactériennes du nouveau-né
P3680	Autres Sepsiss du nouveau-né
P3689	Autres infections bactériennes du nouveau-né
P369	Infection bactérienne du nouveau-né, sans précision
P3690	Sepsis du nouveau-né, sans précision
P3699	Infection bactérienne du nouveau-né, sans précision
P37	Autres maladies infectieuses et parasitaires congénitales
P370	Tuberculose congénitale
P371	Toxoplasmose congénitale
P372	Listériose néonatale (disséminée)
P373	Paludisme congénital à Plasmodium falciparum
P374	Autres formes de paludisme congénital
P375	Candidose néonatale
P378	Autres maladies infectieuses et parasitaires congénitales précisées
P379	Maladie infectieuse ou parasitaire congénitale, sans précision
P38	Omphalite du nouveau-né, avec ou sans hémorragie légère
P39	Autres infections spécifiques de la période périnatale
P390	Mastite infectieuse néonatale
P391	Conjonctivite et dacryocystite néonatales
P392	Infection intra-amniotique du foetus, non classée ailleurs
P393	Infection néonatale des voies urinaires
P394	Infection néonatale de la peau
P398	Autres infections spécifiques précisées de la période périnatale
P399	Infection spécifique de la période périnatale, sans précision
