CODE	LIBELLE
D4448	Autres tumeur à évolution imprévisible ou inconnue du canal craniopharyngien
D445	Tumeur à évolution imprévisible ou inconnue de l'épiphyse
D446	Tumeur à évolution imprévisible ou inconnue du corpuscule carotidien
D447	Tumeur à évolution imprévisible ou inconnue du glomus aortique et autres paraganglions
D448	Tumeur à évolution imprévisible ou inconnue de plusieurs glandes endocrines
D449	Tumeur à évolution imprévisible ou inconnue d'une glande endocrine, sans précision
D45	Polyglobulie essentielle
D460	Anémie réfractaire non sidéroblastique, ainsi précisée
D461	Anémie réfractaire sidéroblastique
D462	Anémie réfractaire avec excès de blastes
D463	Anémie réfractaire avec excès de blastes en transformation
D464	Anémie réfractaire, non précisée
D467	Autres syndromes myélodysplasiques
D469	Syndrome myélodysplasique, sans précision
D470	Tumeurs à histiocytes et mastocytes (à évolution imprévisible et inconnue)
D471	Maladie myéloproliférative (chronique)
D472	Gammapathie monoclonale
D473	Thrombocytémie essentielle (hémorragique)
D477	Autres tumeurs précisées à évolution imprévisible et inconnue des tissus lymphoïde, hématopoïétique et apparentés à (évolution imprévisible ou inconnue)
D479	Tumeur à évolution imprévisible et inconnue des tissus lymphoïde, hématopoïétique et apparentés (à évolution imprévisible ou inconnue), sans précision
D480	Tumeur à évolution imprévisible et inconnue des os et du cartilage articulaire
D481	Tumeur à évolution imprévisible et inconnue du tissu conjonctif et des autres tissus mous
D482	Tumeur à évolution imprévisible et inconnue des nerfs périphériques et du système nerveux autonome
D483	Tumeur à évolution imprévisible et inconnue du rétropéritoine
D4830	Tératome sacro-coccygien [dysembryome]
D4838	Autres tumeurs à évolution imprévisible ou inconnue du rétropéritoine
D484	Tumeur à évolution imprévisible du péritoine
D485	Tumeur à évolution imprévisible et inconnue de la peau
D486	Tumeur à évolution imprévisible et inconnue du sein
D487	Tumeur à évolution imprévisible et inconnue d'autres sièges précisés
D489	Tumeur à évolution imprévisible ou inconnue, sans précision
